date,open,high,low,close,volume
2022-01-03,100.0,101.89686945420466,98.51773558107917,100.40854925504257,759759.0
2022-01-04,100.40854925504257,100.68140723243332,98.85574893291923,99.12511921801061,696618.0
2022-01-05,99.12511921801061,101.30190379572898,97.92549958478017,100.09059984349871,374529.0
2022-01-06,100.09059984349871,101.5281329294554,99.87296070553221,101.30784698331095,117789.0
2022-01-07,101.30784698331095,101.59129230096697,98.59489157201106,98.87152038544743,898616.0
2022-01-10,98.87152038544743,99.10143632251982,97.0596074881711,97.28583607328298,393892.0
2022-01-11,97.28583607328298,98.22655868204771,96.52654038104978,97.46585795650284,824505.0
2022-01-12,97.46585795650284,97.61075233968204,96.95706309767377,97.10141569485924,278028.0
2022-01-13,97.10141569485924,97.15227949490966,97.05311867756137,97.10398120156117,246169.0
2022-01-14,97.10398120156117,97.14578478194053,96.0474683752571,96.08883493185888,800336.0
2022-01-17,96.08883493185888,97.56675688762235,95.70889673740797,97.18249433043425,945758.0
2022-01-18,97.18249433043425,98.33201800712793,97.01502691671077,98.16286119959734,874567.0
2022-01-19,98.16286119959734,98.59632719649458,97.83483722883926,98.26795205098527,776121.0
2022-01-20,98.26795205098527,100.04037989434435,97.92972737886788,99.69723582555767,322012.0
2022-01-21,99.69723582555767,100.76037187352462,99.24968725305705,100.31007223118496,921889.0
2022-01-24,100.31007223118496,101.127066145566,98.44520558330795,99.25359482226035,701064.0
2022-01-25,99.25359482226035,100.22333821462296,98.77214068555789,99.73952694384879,254948.0
2022-01-26,99.73952694384879,100.18221866770418,98.12782933312084,98.56530931754759,216426.0
2022-01-27,98.56530931754759,100.35175987592153,97.9069993360929,99.68596512211609,884045.0
2022-01-28,99.68596512211609,99.78133667203613,99.55167001082886,99.64700428614051,347637.0
2022-01-31,99.64700428614051,100.34643726750167,98.74089287262396,99.43886490138084,789303.0
2022-02-01,99.43886490138084,99.65889114572526,98.39471481989283,98.61291349927866,224789.0
2022-02-02,98.61291349927866,100.89615110456229,97.8954820815272,100.16741036785113,352485.0
2022-02-03,100.16741036785113,100.23326333669866,99.93065059848087,99.99639113431033,355168.0
2022-02-04,99.99639113431033,100.12550088640597,99.35345955038763,99.48190502677244,352993.0
2022-02-07,99.48190502677244,100.26021067489965,98.29007377402779,99.06511865643071,707262.0
2022-02-08,99.06511865643071,99.9359196504963,98.88592448005872,99.75547671829607,922950.0
2022-02-09,99.75547671829607,100.71137877256425,99.28606630165048,100.23968983759013,919294.0
2022-02-10,100.23968983759013,101.01232745760686,100.0148701521651,100.78628186408443,767395.0
2022-02-11,100.78628186408443,101.58819114170616,100.55833657885336,101.35895066876095,282270.0
2022-02-14,101.35895066876095,104.97128237848861,100.5654321859794,104.15586740692251,964522.0
2022-02-15,104.15586740692251,104.48784908098402,103.31822667075241,103.6485914765879,587871.0
2022-02-16,103.6485914765879,103.92780591758321,102.7288714402301,103.00635579039105,591370.0
2022-02-17,103.00635579039105,103.59751578695224,101.3946796229226,101.97994900597268,731251.0
2022-02-18,101.97994900597268,104.02956466550509,100.75911628696882,102.79892770554646,792185.0
2022-02-21,102.79892770554646,104.70656792092014,102.39463711429352,104.29638807428904,957630.0
2022-02-22,104.29638807428904,105.17585075816926,103.29315693847455,104.1715670892756,624141.0
2022-02-23,104.1715670892756,104.60191518070793,102.67335496360924,103.09927325121355,649054.0
2022-02-24,103.09927325121355,103.22694412328075,101.93178891544545,102.05817055933099,770975.0
2022-02-25,102.05817055933099,103.0148833235275,101.96671285178637,102.922650926488,329596.0
2022-02-28,102.922650926488,104.04734624137215,102.79225947108081,103.91569670833466,376941.0
2022-03-01,103.91569670833466,104.73745239493985,103.83298767426024,104.65415560344424,662930.0
2022-03-02,104.65415560344424,104.760582726353,103.69948614860063,103.80504978081255,157715.0
2022-03-03,103.80504978081255,104.65902448966742,103.28159411061431,104.13391048012899,388442.0
2022-03-04,104.13391048012899,104.68060815893683,103.76587539398753,104.311943858647,746196.0
2022-03-07,104.311943858647,104.97130586800199,103.96632398114757,104.62464989226649,978515.0
2022-03-08,104.62464989226649,106.0085326154663,104.42322759515395,105.80483823193198,567546.0
2022-03-09,105.80483823193198,106.42390103674727,105.51041857752719,106.12858051530483,459708.0
2022-03-10,106.12858051530483,107.22441533080939,105.9712884069798,107.06573427626299,496338.0
2022-03-11,107.06573427626299,108.27306787582381,105.97630118894838,107.18244719181658,716884.0
2022-03-14,107.18244719181658,107.64604995040507,107.13577235986882,107.59919363752618,590027.0
2022-03-15,107.59919363752618,108.65078931893296,107.43398410416411,108.48422090046978,120904.0
2022-03-16,108.48422090046978,108.8929501628802,106.13476315068195,106.53615279787378,585315.0
2022-03-17,106.53615279787378,107.0860192658749,105.58542363373965,106.13321038970905,460055.0
2022-03-18,106.13321038970905,106.79360931999665,104.87458054858041,105.53123376423201,730721.0
2022-03-21,105.53123376423201,106.00021314938998,104.24480885062475,104.71013930302759,887596.0
2022-03-22,104.71013930302759,104.74714406607148,104.33575568223009,104.37264117279072,966203.0
2022-03-23,104.37264117279072,106.5602176238691,104.1981848453282,106.38240203008638,649204.0
2022-03-24,106.38240203008638,106.40960510525409,105.22638473345229,105.25329908537546,426305.0
2022-03-25,105.25329908537546,106.9784532418913,104.85042351779688,106.57053571875485,499548.0
2022-03-28,106.57053571875485,107.05020147492166,103.88992443174863,104.35963911292939,258815.0
2022-03-29,104.35963911292939,104.74546331111365,103.56071180475878,103.94500306721007,942343.0
2022-03-30,103.94500306721007,104.26632642805967,103.8620298481868,104.18316309980588,862580.0
2022-03-31,104.18316309980588,105.32318756203567,103.84304875385538,104.98047034223097,868585.0
2022-04-01,104.98047034223097,106.24114156268239,104.69259923684335,105.95061019837368,395311.0
2022-04-04,105.95061019837368,107.14100829732615,105.85103061689703,107.040404453171,389994.0
2022-04-05,107.040404453171,107.81544509090824,105.82470198232339,106.59652867700433,870952.0
2022-04-06,106.59652867700433,106.6327609735369,105.96660510753446,106.00263553902928,590093.0
2022-04-07,106.00263553902928,107.32062553195951,105.86375310560182,107.18020027786896,734190.0
2022-04-08,107.18020027786896,107.66234761489252,106.46654426678154,106.94764546202818,540841.0
2022-04-11,106.94764546202818,107.0491619813806,105.16764652753464,105.26756828913344,498493.0
2022-04-12,105.26756828913344,106.03329641571064,103.0448879752266,103.79994041162284,668982.0
2022-04-13,103.79994041162284,104.49342059942335,101.94323452729823,102.6288910154709,831682.0
2022-04-14,102.6288910154709,103.94288619511588,101.98851240042379,103.29833044543565,400700.0
2022-04-15,103.29833044543565,103.63918531345192,103.16790735022552,103.50849686492174,828230.0
2022-04-18,103.50849686492174,104.6275310445365,103.32039380397795,104.43773929762736,319784.0
2022-04-19,104.43773929762736,105.69617330758652,102.64983341728795,103.90180968451328,462544.0
2022-04-20,103.90180968451328,104.73642030557653,103.30107661188318,104.13434278739915,921404.0
2022-04-21,104.13434278739915,105.137543738324,103.98138041352499,104.9833342854223,959007.0
2022-04-22,104.9833342854223,105.54611478235678,104.0391454226267,104.5998702975415,931487.0
2022-04-25,104.5998702975415,105.6044860583377,104.22624140042056,105.22861130938006,384439.0
2022-04-26,105.22861130938006,106.27947501089832,103.3371727887938,104.37955742845814,858990.0
2022-04-27,104.37955742845814,104.99363004684734,103.31653652775879,103.92795232005842,942478.0
2022-04-28,103.92795232005842,104.36313160370624,103.02075104277091,103.45394550963363,980383.0
2022-04-29,103.45394550963363,103.57573582296097,101.81124292009068,101.93124064153496,118813.0
2022-05-02,101.93124064153496,103.40932628359378,101.11012530236407,102.58296095878576,770492.0
2022-05-03,102.58296095878576,103.20993484068728,101.37894256188514,102.00236793378767,997071.0
2022-05-04,102.00236793378767,102.16978011035303,101.87535656290589,102.04271849573384,788200.0
2022-05-05,102.04271849573384,103.62221614304075,101.11346706608322,102.68709668709306,309857.0
2022-05-06,102.68709668709306,104.14406760473037,101.83902493032868,103.29100826559359,786331.0
2022-05-09,103.29100826559359,104.85268930621187,102.62939361542804,104.18534611266432,194719.0
2022-05-10,104.18534611266432,104.406014117213,103.86048442742226,104.08093127790184,532546.0
2022-05-11,104.08093127790184,104.35184791201422,103.28245164019613,103.55199147464513,663604.0
2022-05-12,103.55199147464513,103.97272388275388,103.05226399634562,103.47267413760326,510806.0
2022-05-13,103.47267413760326,103.5977000248093,101.19792070402092,101.32034593607624,729850.0
2022-05-16,101.32034593607624,102.21954478560798,98.63034819101377,99.51351172972383,316203.0
2022-05-17,99.51351172972383,99.7699632255973,97.63994667655835,97.89222001936353,645598.0
2022-05-18,97.89222001936353,98.17490283851731,96.4137833344188,96.69300318178222,680337.0
2022-05-19,96.69300318178222,97.82379403192849,96.07685253776866,97.20438474387191,670416.0
2022-05-20,97.20438474387191,97.50940604563327,95.8230327159277,96.12466592732846,360388.0
2022-05-23,96.12466592732846,96.43063808439064,95.38596918752944,95.69055955082273,374843.0
2022-05-24,95.69055955082273,97.556186601915,95.43165361768011,97.29294516123991,332027.0
2022-05-25,97.29294516123991,97.66408198328025,96.51072527708868,96.88028796360801,515599.0
2022-05-26,96.88028796360801,98.02710090372626,96.66322798653577,97.80796247486187,627365.0
2022-05-27,97.80796247486187,98.63228667069438,95.87237738899309,96.6872562881158,426282.0
2022-05-30,96.6872562881158,96.94736165704168,96.20079635878203,96.46029115240954,468984.0
2022-05-31,96.46029115240954,96.95913943143852,94.84229091168208,95.33532136416167,357770.0
2022-06-01,95.33532136416167,95.44747198269955,94.83987871361789,94.95157790380979,296970.0
2022-06-02,94.95157790380979,96.66829626355083,94.27564874802414,95.9850104403207,691694.0
2022-06-03,95.9850104403207,96.19921162027904,93.73145547281617,93.94109543009068,834450.0
2022-06-06,93.94109543009068,94.86019195158184,93.56223150687396,94.47915802486813,361633.0
2022-06-07,94.47915802486813,95.39300365580567,93.87324681581745,94.78513019422284,874512.0
2022-06-08,94.78513019422284,95.12342786708155,93.76480447253934,94.10065919950371,613880.0
2022-06-09,94.10065919950371,94.21435374341237,92.31213234108405,92.42380086684413,250929.0
2022-06-10,92.42380086684413,92.81391305991191,92.14007051870014,92.5298571313377,429399.0
2022-06-13,92.5298571313377,93.2012439891974,91.26945179509318,91.93653355986513,106756.0
2022-06-14,91.93653355986513,92.43159568350195,91.73397327914572,92.2283923613444,135252.0
2022-06-15,92.2283923613444,92.29056896411352,92.2135861655804,92.27575516480225,402516.0
2022-06-16,92.27575516480225,94.30589578259992,92.15168420750967,94.17926542776982,509016.0
2022-06-17,94.17926542776982,94.47106384020405,93.62705618096521,93.91804524716329,817759.0
2022-06-20,93.91804524716329,94.13928624576886,92.51837943246113,92.73683788276972,220872.0
2022-06-21,92.73683788276972,93.21664019672146,92.48948446358372,92.9686684248015,855256.0
2022-06-22,92.9686684248015,93.44083050004677,92.77732109135621,93.24890638318641,311070.0
2022-06-23,93.24890638318641,95.52850531294685,92.61358170342261,94.88205365265081,224496.0
2022-06-24,94.88205365265081,96.40745469711818,94.38838894432739,95.9084497216261,729903.0
2022-06-27,95.9084497216261,97.52610136520924,94.7514196163347,96.36358060569246,796902.0
2022-06-28,96.36358060569246,98.97078777460673,95.58740232084486,98.17997897312027,644421.0
2022-06-29,98.17997897312027,99.43144379703298,95.5103699830397,96.74352484362764,204133.0
2022-06-30,96.74352484362764,96.93956072987943,95.79523880162783,95.98974727346875,203810.0
2022-07-01,95.98974727346875,96.9193302436126,93.97928026491127,94.89829338803064,451056.0
2022-07-04,94.89829338803064,95.04561538535727,94.30922862683887,94.45586378765795,505540.0
2022-07-05,94.45586378765795,94.59104096747322,92.72091022043459,92.85379465548556,998748.0
2022-07-06,92.85379465548556,93.71099915029643,92.76561890881325,93.62209381198984,357827.0
2022-07-07,93.62209381198984,94.14328241053961,92.86271870991753,93.38257391552467,273331.0
2022-07-08,93.38257391552467,93.65317847165404,91.42421870689768,91.6899182758453,951311.0
2022-07-11,91.6899182758453,91.93037846772059,90.30830708592642,90.54576669809684,238567.0
2022-07-12,90.54576669809684,91.60516728265065,89.86920618507442,90.92576739375262,123762.0
2022-07-13,90.92576739375262,92.2341834460056,90.60789239680982,91.91285759783986,480520.0
2022-07-14,91.91285759783986,95.24443447734143,90.96951688564577,94.2768312985812,460973.0
2022-07-15,94.2768312985812,97.90956161120889,94.19577192232512,97.82545112572697,657701.0
2022-07-18,97.82545112572697,98.52685474642601,97.66045619494992,98.36095661826367,889961.0
2022-07-19,98.36095661826367,98.43079447832363,97.09644486547886,97.16543388518384,939610.0
2022-07-20,97.16543388518384,97.46434233875033,94.32165864525115,94.61271420854149,360675.0
2022-07-21,94.61271420854149,95.77665223461901,93.79399651853804,94.9549728579839,982739.0
2022-07-22,94.9549728579839,95.03302143168048,93.93250739749458,94.00977906583144,669394.0
